Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;Формат;Дата первого прихода;Поставщик;Код цены;Отделка;Наличие текста;Количество в упаковке;Лицензия;Розничная цена;Оптовая цена;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
2cde38d7-41b5-11e1-b17e-0018f3973852;68820;Набор из 5 сердец;Набор из 5 сердец;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900060168820.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900060168820.back.jpg;35;Малый, одина;10.01.2012;Праздник ЗАО;060;;;50;;4;1,9;Сердца валентинки;С любовью;Открытки;;
2cde38dd-41b5-11e1-b17e-0018f3973852;68827;Любимому;Любимому;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475368827.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475368827.back.jpg;10;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;Любовные;С любовью;Открытки;;
2cde38df-41b5-11e1-b17e-0018f3973852;68830;Набор малышек из 5видов;Набор малышек из 5видов;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900060168830.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900060168830.back.jpg;8;Малый, одина;10.01.2012;Праздник ЗАО;060;;;50;;4;1,9;Сердца валентинки;С любовью;Открытки;;
bb4d7fb6-41b7-11e1-b17e-0018f3973852;318458;фартук мужчина с петухом 318458;фартук мужчина с петухом 318458;шт;Карнавальная продукция;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/2903184580000.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/2903184580000.back.jpg;4;;13.01.2012;Сима-ленд ООО;;;;;;293;187;Приколы;;;;
2cde3901-41b5-11e1-b17e-0018f3973852;72396;Грамота спорт;Грамота спорт;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472396.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472396.back.jpg;20;Гигант, один;10.01.2012;Праздник ЗАО;410;;;10;;13;6,5;Спортивные грамоты  и дипломы;Грамоты и дипломы;Официальные;Открытки;
2cde3903-41b5-11e1-b17e-0018f3973852;72397;Грамота спорт;Грамота спорт;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472397.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472397.back.jpg;8;Гигант, один;10.01.2012;Праздник ЗАО;410;;;10;;13;6,5;Спортивные грамоты  и дипломы;Грамоты и дипломы;Официальные;Открытки;
2cde3905-41b5-11e1-b17e-0018f3973852;72398;Благодарственное письмо б/симв;Благодарственное письмо б/симв;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472398.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472398.back.jpg;15;Гигант, один;10.01.2012;Праздник ЗАО;410;;;10;;13;6,5;Благодарственные письма;Грамоты и дипломы;Официальные;Открытки;
2cde3907-41b5-11e1-b17e-0018f3973852;72400;Грамота спорт;Грамота спорт;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472400.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900410472400.back.jpg;50;Гигант, один;10.01.2012;Праздник ЗАО;410;;;10;;13;6,5;Спортивные грамоты  и дипломы;Грамоты и дипломы;Официальные;Открытки;
2cde3911-41b5-11e1-b17e-0018f3973852;77241;50 лет С Юбилеем;50 лет С Юбилеем;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065677241.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065677241.back.jpg;10;Малый, одина;10.01.2012;Праздник ЗАО;065;;;20;;5;2,3;Медали;Сувениры;;;
3c8dcebd-41b5-11e1-b17e-0018f3973852;77243;55 лет С Юбилеем;55 лет С Юбилеем;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065677243.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065677243.back.jpg;10;Малый, одина;10.01.2012;Праздник ЗАО;065;;;20;;5;2,3;Медали;Сувениры;;;
3c8dcebf-41b5-11e1-b17e-0018f3973852;77281;Героине торжества;Героине торжества;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065677281.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065677281.back.jpg;34;Малый, одина;10.01.2012;Праздник ЗАО;065;;;20;;5;2,3;Медали;Сувениры;;;
3c8dcec5-41b5-11e1-b17e-0018f3973852;78013;10 С годовщиной Свадьбы;10 С годовщиной Свадьбы;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770978013.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770978013.back.jpg;40;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;С годовщиной свадьбы;Свадьба;;;
3c8dcec7-41b5-11e1-b17e-0018f3973852;78024;30 С годовщиной Свадьбы;30 С годовщиной Свадьбы;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770978024.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770978024.back.jpg;47;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;С годовщиной свадьбы;Свадьба;;;
3c8dcec9-41b5-11e1-b17e-0018f3973852;78026;40 С годовщиной Свадьбы;40 С годовщиной Свадьбы;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770978026.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770978026.back.jpg;47;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;С годовщиной свадьбы;Свадьба;;;
3c8dcecf-41b5-11e1-b17e-0018f3973852;78080;С Днем Свадьбы;С Днем Свадьбы;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475378080.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475378080.back.jpg;36;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;С днем свадьбы;Свадьба;;;
3c8dced3-41b5-11e1-b17e-0018f3973852;78092;В день Свадьбы;В день Свадьбы;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475378092.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475378092.back.jpg;14;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;С днем свадьбы;Свадьба;;;
3c8dced5-41b5-11e1-b17e-0018f3973852;81789;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065681789.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065681789.back.jpg;26;;10.01.2012;Праздник ЗАО;065;;;50;;5;2,3;8 марта открытки;Поздравительные;Открытки;;
3c8dcedb-41b5-11e1-b17e-0018f3973852;81902;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900445681902.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900445681902.back.jpg;7;Конверт для;10.01.2012;Праздник ЗАО;445;;;10;;18;8,8;8 марта открытки;Поздравительные;Открытки;;
3c8dcee1-41b5-11e1-b17e-0018f3973852;81907;8 марта Учительнице;8 марта Учительнице;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381907.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381907.back.jpg;4;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
3c8dcee3-41b5-11e1-b17e-0018f3973852;81909;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381909.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381909.back.jpg;20;Евро;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
3c8dcee5-41b5-11e1-b17e-0018f3973852;81912;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381912.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381912.back.jpg;10;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
3c8dcee9-41b5-11e1-b17e-0018f3973852;81916;8 марта Подруге;8 марта Подруге;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381916.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381916.back.jpg;21;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
3c8dceeb-41b5-11e1-b17e-0018f3973852;81918;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770981918.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770981918.back.jpg;5;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;8 марта открытки;Поздравительные;Открытки;;
3c8dceef-41b5-11e1-b17e-0018f3973852;81920;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900150981920.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900150981920.back.jpg;73;Средний, оди;10.01.2012;Праздник ЗАО;150;;;10;;7;3,3;8 марта открытки;Поздравительные;Открытки;;
3c8dcef3-41b5-11e1-b17e-0018f3973852;81924;8 марта Бабушке;8 марта Бабушке;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381924.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381924.back.jpg;12;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
3c8dcef5-41b5-11e1-b17e-0018f3973852;81925;8 марта Сестре;8 марта Сестре;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381925.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381925.back.jpg;13;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
3c8dcef7-41b5-11e1-b17e-0018f3973852;81926;8 марта Дочке;8 марта Дочке;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381926.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475381926.back.jpg;23;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
4d731622-41b5-11e1-b17e-0018f3973852;81931;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065681931.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900065681931.back.jpg;16;Средний, оди;10.01.2012;Праздник ЗАО;065;;;10;;5;2,3;8 марта открытки;Поздравительные;Открытки;;
